"pvalues","AOB","OB","rho_AOB","rho_OB"
6.5153525426972e-13,0.0437488649460065,0.0874977298920129,0.0437488649460065,0.0874977298920129
8.70808983663995e-15,0.0437488649460065,0.0288634866917952,0.0437488649460065,0.0295237287543546
0.000279144619963758,0.0437488649460065,0.015086996095618,0.0437488649460065,0.0159907237250965
0.000121453848024865,0.0437488649460065,0.00952139975557799,0.0437488649460065,0.0105455170454638
1.88456988982661e-09,0.0437488649460065,0.00666261592550514,0.0437488649460065,0.0077565424192303
2.29345493487867e-11,0.0437488649460065,0.00497685267449192,0.0437488649460065,0.0061419807552094
1.55782324092276e-10,0.0437488649460065,0.00388901771549947,0.0437488649460065,0.00508185495541576
0.00030675717360827,0.0437488649460065,0.00314089057477906,0.0437488649460065,0.00438293107288519
0.00084457162648894,0.0437488649460065,0.00260140979051812,0.0437488649460065,0.00388421202761701
4.17968006051646e-07,0.0437488649460065,0.00219784360503637,0.0437488649460065,0.00351104224614655
1.97991439618993e-07,0.0437488649460065,0.00188698517969593,0.0437488649460065,0.00322635996439476
4.88427656924628e-05,0.0437488649460065,0.00164174911868583,0.0437488649460065,0.00300770935903303
4.88427656924628e-05,0.0437488649460065,0.00144439980728255,0.0437488649460065,0.00283210889951533
0.000116992980733646,0.0437488649460065,0.00128289741018437,0.0437488649460065,0.00269059934970757
6.45403595434102e-09,0.0437488649460065,0.00114881678163257,0.0437488649460065,0.00255669667002326
1.28644245235598e-07,0.0437488649460065,0.00103610749007325,0.0437488649460065,0.00246287040013417
0.000126219736987167,0.0437488649460065,0.000940326144600906,0.0437488649460065,0.00237589634878929
1.94802415931643e-07,0.0437488649460065,0.000858145199437679,0.0437488649460065,0.00231621216974409
0.000196808991145595,0.0437488649460065,0.000787029523154231,0.0437488649460065,0.00226535565236742
0.000147755879538178,0.0437488649460065,0.000725018005871778,0.0437488649460065,0.00222402960169718
2.01702489017893e-07,0.0437488649460065,0.000670572769852919,0.0437488649460065,0.00219034710289991
1.20143362738002e-09,0.0437488649460065,0.000622472968029997,0.0437488649460065,0.0021448734333328
0.000126219736987167,0.0437488649460065,0.000579738640661154,0.0437488649460065,0.00212087737003452
0.000116992980733646,0.0437488649460065,0.000541575237402596,0.0437488649460065,0.00210266054310643
1.2963121181938e-10,0.0437488649460065,0.00050733260194956,0.0437488649460065,0.00208827458327712
0.000107518755846654,0.0437488649460065,0.00047647424300704,0.0437488649460065,0.00207392685550804
2.23186748673813e-05,0.0437488649460065,0.000448554029928403,0.0437488649460065,0.00205296401285947
4.71379195340417e-07,0.0437488649460065,0.000423198320362083,0.0437488649460065,0.00203939741723434
1.6997508774062e-05,0.0437488649460065,0.000400092111736699,0.0437488649460065,0.00203231687191439
6.85662346982318e-09,0.0437488649460065,0.000378968207848208,0.0437488649460065,0.00202738364649695
1.64353530343207e-10,0.0437488649460065,0.000359598668815108,0.0437488649460065,0.00202752222671417
7.1667645934703e-06,0.0437488649460065,0.000341788007390675,0.0437488649460065,0.00201972475023654
1.07362825691645e-07,0.0437488649460065,0.000325367733239445,0.0437488649460065,0.00202129381761389
1.31387561404472e-12,0.0437488649460065,0.000310191946626868,0.0437488649460065,0.00201916376160643
2.29345493487867e-11,0.0437488649460065,0.000296133755673855,0.0437488649460065,0.00202241346984672
6.20854914128675e-08,0.0437488649460065,0.00028308234481245,0.0437488649460065,0.00202889964296823
5.02269032830101e-05,0.0437488649460065,0.000270940561804026,0.0437488649460065,0.0020319696668639
2.90199893937145e-06,0.0437488649460065,0.000259622920453457,0.0437488649460065,0.00202369725508856
4.2977188584066e-05,0.0437488649460065,0.000249053938655068,0.0437488649460065,0.00203154816643906
0.000247941150923706,0.0437488649460065,0.00023916674855015,0.0437488649460065,0.00202909273253811
2.99865053141023e-18,0.0437488649460065,0.000229901928736172,0.0437488649460065,0.00203763942854028
0.00241454303405573,0.0437488649460065,0.000221206518642454,0.0437488649460065,0.0020418680439779
3.52559386782196e-06,0.0437488649460065,0.00021303318310655,0.0437488649460065,0.00205313792809714
2.82733667790208e-05,0.0437488649460065,0.000205339501389466,0.0437488649460065,0.00204559488929479
0.000764240676308734,0.0437488649460065,0.000198087359757355,0.0437488649460065,0.00203937421105654
0.00847599125501765,0.0437488649460065,0.000191242430633279,0.0437488649460065,0.00204528061727994
6.66812761990128e-07,0.0437488649460065,0.000184773724412191,0.0437488649460065,0.00205353033311271
0.000591492230521886,0.0437488649460065,0.000178653202507858,0.0437488649460065,0.0020657959732824
9.58226195594578e-07,0.0437488649460065,0.000172855442194156,0.0437488649460065,0.0020747412503963
0.0042678658025552,0.0437488649460065,0.00016735734541636,0.0437488649460065,0.00207610084613459
0.00847599125501765,0.0437488649460065,0.000162137885059534,0.0437488649460065,0.00208941602993528
0.000457109127127279,0.0437488649460065,0.000157177883231829,0.0437488649460065,0.00209961580428799
0.00383328629518756,0.0437488649460065,0.000152459816998461,0.0437488649460065,0.00211132280482623
0.00194694587308969,0.0437488649460065,0.000147967647724897,0.0437488649460065,0.00212526055558613
4.06032564344153e-05,0.0437488649460065,0.000143686670785066,0.0437488649460065,0.00212276272547127
0.000211396473842834,0.0437488649460065,0.000139603382885893,0.0437488649460065,0.00213950103226246
0.00153833280768265,0.0437488649460065,0.000135705364671957,0.0437488649460065,0.00215488405963272
0.000764240676308734,0.0437488649460065,0.000131981176618602,0.0437488649460065,0.00215732538409887
2.99865053141023e-18,0.0437488649460065,0.000128420266510664,0.0437488649460065,0.00216769532106883
0.00119257290316097,0.0437488649460065,0.000125012887046784,0.0437488649460065,0.00217851252606158
0.00299693977654471,0.0437488649460065,0.000121750022314083,0.0437488649460065,0.00218510905755789
1.38088003934704e-05,0.0437488649460065,0.000118623322051234,0.0437488649460065,0.00220246432614077
0.00299693977654471,0.0437488649460065,0.000115625042764935,0.0437488649460065,0.00220879421876787
0.001878724459773,0.0437488649460065,0.000112747994889825,0.0437488649460065,0.00222663599135059
3.52559386782196e-06,0.0437488649460065,0.000109985495288555,0.0437488649460065,0.0022273526070651
7.86900340645872e-12,0.0437488649460065,0.000107331324479923,0.0437488649460065,0.00222659122596088
0.000205695251479227,0.0437488649460065,0.00010477968806121,0.0437488649460065,0.00224199238456544
5.31923596100786e-06,0.0437488649460065,0.000102325181858049,0.0437488649460065,0.00225990084969314
2.14983915555209e-05,0.0437488649460065,9.996276039308e-05,0.0437488649460065,0.00227719357673839
4.54600962459473e-10,0.0437488649460065,9.76877083146349e-05,0.0437488649460065,0.00228978940990624
5.77745127984993e-08,0.0437488649460065,9.5495614469964e-05,0.0437488649460065,0.00230875995737284
2.3279908145092e-05,0.0437488649460065,9.33823483450421e-05,0.0437488649460065,0.00231936898693902
8.34518775821003e-07,0.0437488649460065,9.13440386255988e-05,0.0437488649460065,0.00233614107445355
4.49757064253154e-07,0.0437488649460065,8.9377053662416e-05,0.0437488649460065,0.00235677921636653
2.01855118694852e-07,0.0437488649460065,8.74779836487097e-05,0.0437488649460065,0.00237799923590218
7.93285949364535e-06,0.0437488649460065,8.56436243390745e-05,0.0437488649460065,0.00239893817887967
4.78770442184297e-11,0.0437488649460065,8.38709621584398e-05,0.0437488649460065,0.00241725619470387
3.10265078802032e-11,0.0437488649460065,8.21571605661275e-05,0.0437488649460065,0.00243484712550873
2.95278230762881e-09,0.0437488649460065,8.0499547554734e-05,0.0437488649460065,0.0024567407937768
3.18941726399149e-08,0.0437488649460065,7.88956041764386e-05,0.0437488649460065,0.00247530086266438
5.31923596100786e-06,0.0437488649460065,7.73429540006989e-05,0.0437488649460065,0.00249045056167772
6.78750992271064e-09,0.0437488649460065,7.58393534173313e-05,0.0437488649460065,0.00251090760672442
5.28048817901995e-07,0.0437488649460065,7.43826827078507e-05,0.0437488649460065,0.00253024689484585
1.73120491175574e-06,0.0437488649460065,7.29709378158126e-05,0.0437488649460065,0.00255315650419861
4.9013308196827e-06,0.0437488649460065,7.16022227538812e-05,0.0437488649460065,0.00257613602979639
7.93285949364535e-06,0.0437488649460065,7.02747425915557e-05,0.0437488649460065,0.00257983295467534
0.000175803501914432,0.0437488649460065,6.89867969730051e-05,0.0437488649460065,0.00260044463481958
2.8275543519595e-05,0.0437488649460065,6.77367741193905e-05,0.0437488649460065,0.00262344102329502
0.00335521599585633,0.0437488649460065,6.65231452744417e-05,0.0437488649460065,0.00263943143161136
5.31923596100786e-06,0.0437488649460065,6.53444595559864e-05,0.0437488649460065,0.00266307204436231
7.93285949364535e-06,0.0437488649460065,6.41993391796397e-05,0.0437488649460065,0.00268561378444288
5.91913753930196e-07,0.0437488649460065,6.30864750240121e-05,0.0437488649460065,0.00270745835434772
0.00383328629518756,0.0437488649460065,6.20046225096201e-05,0.0437488649460065,0.00273280174421814
0.000138389942348138,0.0437488649460065,6.09525977662141e-05,0.0437488649460065,0.00275639442890212
0.000738746401900205,0.0437488649460065,5.99292740655293e-05,0.0437488649460065,0.00275808365981419
0.00246227746167221,0.0437488649460065,5.89335784985077e-05,0.0437488649460065,0.00277728133682631
1.29563448182371e-05,0.0437488649460065,5.79644888779022e-05,0.0437488649460065,0.00277946228595724
0.000175579175335689,0.0437488649460065,5.70210308488338e-05,0.0437488649460065,0.00279445383404156
2.36765485815718e-05,0.0437488649460065,5.61022751913895e-05,0.0437488649460065,0.00281972382497117
0.000186966071479312,0.0437488649460065,5.52073353007097e-05,0.0437488649460065,0.00284678935784439
2.14465641277154e-11,0.0437488649460065,5.43353648312481e-05,0.0437488649460065,0.00287251562023858
0.000186966071479312,0.0437488649460065,5.34855554930105e-05,0.0437488649460065,0.00223854640440381
2.50591401418331e-05,0.0437488649460065,5.26571349885889e-05,0.0437488649460065,0.00201474822030949
0.000379959756379284,0.0437488649460065,5.18493650807342e-05,0.0437488649460065,0.00189533768913471
9.2316534910151e-06,0.0437488649460065,5.1061539781045e-05,0.0437488649460065,0.00183989443932327
0.000186966071479312,0.0437488649460065,5.02929836511142e-05,0.0437488649460065,0.00177641752110048
0.000186966071479312,0.0437488649460065,4.9543050208168e-05,0.0437488649460065,0.00176385294295492
8.52872115819133e-06,0.0437488649460065,4.88111204278647e-05,0.0437488649460065,0.00172968662369955
0.000138088850311686,0.0437488649460065,4.80966013374986e-05,0.0437488649460065,0.00169610844144999
5.24808396934351e-05,0.0437488649460065,4.73989246933786e-05,0.0437488649460065,0.00168059455670598
1.10489978471378e-11,0.0437488649460065,4.67175457366353e-05,0.0437488649460065,0.00167001817133069
1.67168841867637e-07,0.0437488649460065,4.60519420221481e-05,0.0437488649460065,0.001651584423069
8.27647809696736e-05,0.0437488649460065,4.54016123156882e-05,0.0437488649460065,0.00164462318101528
0.00194694587308969,0.0437488649460065,4.47660755547418e-05,0.0437488649460065,0.00163961338096438
0.00209327229971016,0.0437488649460065,4.41448698688158e-05,0.0437488649460065,0.00165445299256518
4.36170429125996e-06,0.0437488649460065,4.35375516553399e-05,0.0437488649460065,0.00165067072780958
0.00862037242413197,0.0437488649460065,4.29436947075617e-05,0.0437488649460065,0.00165533542226945
0.00862037242413197,0.0437488649460065,4.23628893910962e-05,0.0437488649460065,0.00164109675591373
0.00862037242413197,0.0437488649460065,4.17947418660293e-05,0.0437488649460065,0.0016289659678971
9.58226195594578e-07,0.0437488649460065,4.12388733516975e-05,0.0437488649460065,0.00161629984330559
5.6633468826489e-08,0.0437488649460065,4.06949194314709e-05,0.0437488649460065,0.00159726643060895
0.0017872123135281,0.0437488649460065,4.01625293950523e-05,0.0437488649460065,0.00160728148367087
0.00042627748420766,0.0437488649460065,3.96413656159814e-05,0.0437488649460065,0.00160377572560196
0.00108647898984265,0.0437488649460065,3.91311029621911e-05,0.0437488649460065,0.00159509386903164
0.00101230935744703,0.0437488649460065,3.86314282376102e-05,0.0437488649460065,0.00157982366747522
0.00266588439576868,0.0437488649460065,3.81420396529465e-05,0.0437488649460065,0.0015684987908174
4.28525592503504e-05,0.0437488649460065,3.76626463239064e-05,0.0437488649460065,0.00157558119955709
0.00266588439576868,0.0437488649460065,3.71929677952265e-05,0.0437488649460065,0.00157864969349028
0.00079615297580841,0.0437488649460065,3.6732733589e-05,0.0437488649460065,0.00157678447750414
6.50466825792967e-06,0.0437488649460065,3.62816827758808e-05,0.0437488649460065,0.00156794906323693
0.00383328629518756,0.0437488649460065,3.58395635678417e-05,0.0437488649460065,0.00156152898328721
4.57057191566381e-05,0.0437488649460065,3.54061329312477e-05,0.0437488649460065,0.00156401434952189
