"pvalues","alord","lord","rho_alord","rho_lord"
6.5153525426972e-13,0.0218744324730032,0.0437488649460065,0.0218744324730032,0.0437488649460065
8.70808983663995e-15,0.0437488649460065,0.0581806082919041,0.0437488649460065,0.060408142422897
0.000279144619963758,0.0874977298920129,0.10947297128572,0.0874977298920129,0.117223802452758
0.000121453848024865,0.131246594838019,0.128665414509406,0.131246594838019,0.14475376100582
1.88456988982661e-09,0.174995459784026,0.139540220519968,0.174995459784026,0.165156626366133
2.29345493487867e-11,0.218744324730032,0.146789346735003,0.218744324730032,0.187448664634767
1.55782324092276e-10,0.262493189676039,0.152065163555505,0.262493189676039,0.20256484696234
0.00030675717360827,0.306242054622045,0.15612403518014,0.306242054622045,0.215323392150473
0.00084457162648894,0.349990919568052,0.159369248933149,0.349990919568052,0.230712539567857
4.17968006051646e-07,0.393739784514058,0.162038616023057,0.393739784514058,0.249859004214307
1.97991439618993e-07,0.437488649460064,0.164282813508164,0.437488649460064,0.256963722675667
4.88427656924628e-05,0.481237514406071,0.166202609870025,0.481237514406071,0.264959720656875
4.88427656924628e-05,0.524986379352077,0.167868302363514,0.524986379352077,0.268914398496186
0.000116992980733646,0.568735244298084,0.169330625627949,0.568735244298084,0.270246956597045
6.45403595434102e-09,0.61248410924409,0.170627233922407,0.61248410924409,0.285408833891681
1.28644245235598e-07,0.656232974190097,0.171786736372536,0.656232974190097,0.291963167388836
0.000126219736987167,0.699981839136103,0.172831307835653,0.699981839136103,0.306042402781245
1.94802415931643e-07,0.74373070408211,0.173778434180408,0.74373070408211,0.300731037791661
0.000196808991145595,0.787479569028116,0.174642112014286,0.787479569028116,0.301436822132438
0.000147755879538178,0.831228433974123,0.17543369361694,0.831228433974122,0.311230027442746
2.01702489017893e-07,0.874977298920129,0.176162494763444,0.874977298920129,0.30908683107089
1.20143362738002e-09,0.918726163866135,0.176836240250395,0.918726163866135,0.325431385220591
0.000126219736987167,0.962475028812142,0.177461395955652,0.962475028812142,0.345428388514594
0.000116992980733646,1.00622389375815,0.178043420058368,1.00622389375815,0.344182443254006
1.2963121181938e-10,1.04997275870415,0.178586955679673,1.04997275870415,0.328044565769716
0.000107518755846654,1.09372162365016,0.179095980419878,1.09372162365016,0.323030689824932
2.23186748673813e-05,1.13747048859617,0.179573923735817,1.13747048859617,0.306502579803
4.71379195340417e-07,1.18121935354217,0.180023760017502,1.18121935354217,0.314551372036784
1.6997508774062e-05,1.22496821848818,0.180448083088334,1.22496821848818,0.328110330761696
6.85662346982318e-09,1.26871708343419,0.180849166352439,1.26871708343419,0.329668977139935
1.64353530343207e-10,1.31246594838019,0.181229011742715,1.31246594838019,0.351802052286995
7.1667645934703e-06,1.3562148133262,0.181589389850335,1.3562148133262,0.358284438057845
1.07362825691645e-07,1.39996367827221,0.181931873051362,1.39996367827221,0.335658281597395
1.31387561404472e-12,1.44371254321821,0.182257863028371,1.44371254321821,0.341969953603316
2.29345493487867e-11,1.48746140816422,0.182568613772828,1.48746140816422,0.366912902937854
6.20854914128675e-08,1.53121027311023,0.182865250918547,1.53121027311023,0.380081487005317
5.02269032830101e-05,1.57495913805623,0.183148788077286,1.57495913805623,0.394349774307975
2.90199893937145e-06,1.61870800300224,0.183420140709919,1.61870800300224,0.408424366336627
4.2977188584066e-05,1.66245686794825,0.183680137960149,1.66245686794825,0.412109192767486
0.000247941150923706,1.70620573289425,0.18392953279465,1.70620573289425,0.404658527612597
2.99865053141023e-18,1.74995459784026,0.184169010728346,1.74995459784026,0.407552510733367
0.00241454303405573,1.79370346278626,0.184399197361942,1.79370346278627,0.413979463770247
3.52559386782196e-06,1.83745232773227,0.184620664917864,1.83745232773227,0.42402047633547
2.82733667790208e-05,1.88120119267828,0.18483393792788,1.88120119267828,0.420695914538533
0.000764240676308734,1.92495005762428,0.185039498199312,1.92495005762429,0.424738002574952
0.00847599125501765,1.96869892257029,0.185237789165323,1.96869892257029,0.420589509524007
6.66812761990128e-07,2.0124477875163,0.185429219707408,2.0124477875163,0.404238437153613
0.000591492230521886,2.0561966524623,0.185614167523978,2.05619665246231,0.418432816671608
9.58226195594578e-07,2.09994551740831,0.185792982107282,2.09994551740831,0.414311333779932
0.0042678658025552,2.14369438235432,0.185965987381244,2.14369438235432,0.414194640188143
0.00847599125501765,2.18744324730032,0.18613348404487,2.18744324730033,0.397588377200486
0.000457109127127279,2.23119211224633,0.186295751659195,2.23119211224633,0.362468436432785
0.00383328629518756,2.27494097719234,0.186453050510224,2.27494097719234,0.368554782707909
0.00194694587308969,2.31868984213834,0.186605623275702,2.31868984213835,0.379115562798477
4.06032564344153e-05,2.36243870708435,0.186753696519594,2.36243870708435,0.356783570587678
0.000211396473842834,2.40618757203035,0.186897482034899,2.40618757203036,0.361454671579936
0.00153833280768265,2.44993643697636,0.187037178052628,2.44993643697637,0.381552508591818
0.000764240676308734,2.49368530192237,0.18717297033238,2.49368530192237,0.36917323334971
2.99865053141023e-18,2.53743416686837,0.187305033147971,2.53743416686838,0.362943617032195
0.00119257290316097,2.58118303181438,0.187433530179804,2.58118303181439,0.376258017650327
0.00299693977654471,2.62493189676039,0.187558615324216,2.62493189676039,0.382624507467947
1.38088003934704e-05,2.66868076170639,0.187680433428765,2.6686807617064,0.391336525337043
0.00299693977654471,2.7124296266524,0.187799120961305,2.7124296266524,0.404919802678612
0.001878724459773,2.75617849159841,0.187914806619775,2.75617849159841,0.397630492370731
3.52559386782196e-06,2.79992735654441,0.188027611888802,2.79992735654442,0.398524040765455
7.86900340645872e-12,2.84367622149042,0.188137651548487,2.84367622149042,0.376944744095214
0.000205695251479227,2.88742508643643,0.188245034140162,2.88742508643643,0.388062405175701
5.31923596100786e-06,2.93117395138243,0.188349862393331,2.93117395138244,0.399120132313918
2.14983915555209e-05,2.97492281632844,0.188452233617558,2.97492281632844,0.406587613735011
4.54600962459473e-10,3.01867168127445,0.188552240062644,3.01867168127445,0.39600572389981
5.77745127984993e-08,3.06242054622045,0.188649969250076,3.06242054622046,0.417552049355969
2.3279908145092e-05,3.10616941116646,0.188745504278406,3.10616941116646,0.444692581477257
8.34518775821003e-07,3.14991827611246,0.188838924104953,3.14991827611247,0.415156974110012
4.49757064253154e-07,3.19366714105847,0.188930303805957,3.19366714105848,0.435354141175816
2.01855118694852e-07,3.23741600600448,0.189019714817094,3.23741600600448,0.457666822394967
7.93285949364535e-06,3.28116487095048,0.189107225156095,3.28116487095049,0.49545536479464
4.78770442184297e-11,3.32491373589649,0.189192899628999,3.32491373589649,0.494909032071615
3.10265078802032e-11,3.3686626008425,0.189276800021451,3.3686626008425,0.471580088376971
2.95278230762881e-09,3.4124114657885,0.189358985276308,3.41241146578851,0.484225345203345
3.18941726399149e-08,3.45616033073451,0.189439511658679,3.45616033073451,0.507943950528455
5.31923596100786e-06,3.49990919568052,0.189518432909457,3.49990919568052,0.516961701174777
6.78750992271064e-09,3.54365806062652,0.189595800388254,3.54365806062653,0.517425557179342
5.28048817901995e-07,3.58740692557253,0.189671663206608,3.58740692557253,0.562029498761233
1.73120491175574e-06,3.63115579051854,0.189746068352225,3.63115579051854,0.573561885468926
4.9013308196827e-06,3.67490465546454,0.189819060804955,3.67490465546455,0.584777484349665
7.93285949364535e-06,3.71865352041055,0.189890683645159,3.71865352041055,0.54978965188649
0.000175803501914432,3.76240238535655,0.189960978155023,3.76240238535656,0.555293375105539
2.8275543519595e-05,3.80615125030256,0.190029983913378,3.80615125030257,0.581778262933244
0.00335521599585633,3.84990011524857,0.190097738884502,3.84990011524857,0.582651934402569
5.31923596100786e-06,3.89364898019457,0.190164279501339,3.89364898019458,0.546494818865461
7.93285949364535e-06,3.93739784514058,0.190229640743566,3.93739784514059,0.540294958269662
5.91913753930196e-07,3.98114671008659,0.190293856210856,3.98114671008659,0.541457973220569
0.00383328629518756,4.02489557503259,0.190356958191701,4.0248955750326,0.5378226201496
0.000138389942348138,4.0686444399786,0.190418977728096,4.0686444399786,0.530652650469639
0.000738746401900205,4.11239330492461,0.190479944676384,4.11239330492461,0.521109292766665
0.00246227746167221,4.15614216987061,0.190539887764516,4.15614216987062,0.517492121788175
1.29563448182371e-05,4.19989103481662,0.190598834645988,4.19989103481662,0.515471643451202
